epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,18707.3,0.19392,1.49424,0.14726,0.17064,0.93538,0.99841,1,0.995,0.97281,0.99841,1,0.995,0.74058,0.31466,1.12643,0.15505,0.21406,0.62611,0.00165491,0.00165491,0.00165491
124,18861.4,0.18208,1.4458,0.14107,0.17639,0.94552,0.99842,1,0.995,0.97818,0.96906,0.97059,0.96159,0.58561,0.35075,1.66532,0.16487,0.21657,0.64594,0.00165209,0.00165209,0.00165209
125,19011.9,0.18151,1.50666,0.15178,0.16609,0.93398,0.99773,1,0.995,0.97147,0.96839,0.97059,0.95249,0.51344,0.34024,1.37689,0.15686,0.22826,0.63846,0.00164926,0.00164926,0.00164926
126,19166.3,0.18003,1.60425,0.14378,0.1703,0.92117,0.99748,1,0.995,0.97013,0.99748,1,0.995,0.6781,0.34646,1.30652,0.14988,0.23762,0.64868,0.00164643,0.00164643,0.00164643
127,19313.1,0.19489,1.55636,0.15243,0.17924,0.92789,0.998,1,0.995,0.98574,0.998,1,0.995,0.72729,0.32387,1.04182,0.1529,0.23323,0.61281,0.0016436,0.0016436,0.0016436
128,19460.3,0.17649,1.43143,0.1454,0.17099,0.93781,0.99835,1,0.995,0.98297,0.99835,1,0.995,0.68862,0.31218,1.28784,0.14043,0.26586,0.61276,0.00164077,0.00164077,0.00164077
129,19610.8,0.17692,1.44596,0.13706,0.16794,0.93822,0.99844,1,0.995,0.97182,0.99844,1,0.995,0.6024,0.33369,1.63744,0.163,0.24929,0.62593,0.00163794,0.00163794,0.00163794
130,19763.6,0.17189,1.43866,0.14987,0.17721,0.92838,0.99851,1,0.995,0.96092,0.99851,1,0.995,0.75304,0.37534,1.12956,0.14274,0.24723,0.68178,0.00163511,0.00163511,0.00163511
131,19911.4,0.17395,1.27213,0.14458,0.16607,0.91221,0.99831,1,0.995,0.98011,0.99831,1,0.995,0.70602,0.3056,1.3276,0.13985,0.24352,0.59789,0.00163229,0.00163229,0.00163229
132,20065.7,0.1714,1.24687,0.1385,0.16538,0.91892,0.99845,1,0.995,0.96427,0.99845,1,0.995,0.80775,0.32296,0.95443,0.15509,0.2287,0.62641,0.00162946,0.00162946,0.00162946
133,20216.7,0.17295,1.33965,0.13473,0.16728,0.93354,0.99842,1,0.995,0.97635,0.99842,1,0.995,0.74152,0.30403,1.12646,0.15544,0.22002,0.61468,0.00162663,0.00162663,0.00162663
134,20366.6,0.16568,1.36456,0.13568,0.15306,0.92599,0.99819,1,0.995,0.96642,0.99819,1,0.995,0.81237,0.30902,0.97286,0.1471,0.22019,0.61142,0.0016238,0.0016238,0.0016238
135,20517.4,0.18007,1.2744,0.14151,0.17105,0.92484,0.99843,1,0.995,0.96342,0.99843,1,0.995,0.79749,0.32206,0.82546,0.14859,0.20329,0.62313,0.00162097,0.00162097,0.00162097
136,20672.8,0.16905,1.17409,0.13781,0.15785,0.94784,0.99849,1,0.995,0.96949,0.99849,1,0.995,0.80204,0.34019,0.94163,0.14782,0.21261,0.65561,0.00161814,0.00161814,0.00161814
137,20829.3,0.17278,1.20924,0.12779,0.16592,0.94854,0.99841,1,0.995,0.97737,0.99841,1,0.995,0.74845,0.32434,1.13047,0.14101,0.2149,0.63483,0.00161531,0.00161531,0.00161531
138,20983.8,0.1592,1.13807,0.13308,0.14869,0.9241,0.96923,1,0.995,0.98478,0.96923,1,0.995,0.76578,0.30448,0.96327,0.14235,0.26444,0.60703,0.00161249,0.00161249,0.00161249
139,21139,0.16871,1.36679,0.14864,0.15899,0.92552,0.99678,1,0.995,0.97934,0.99678,1,0.995,0.70151,0.31151,1.07098,0.14594,0.24425,0.62031,0.00160966,0.00160966,0.00160966
140,21295.1,0.18024,1.20238,0.1314,0.172,0.93381,0.99846,1,0.995,0.98399,0.99846,1,0.995,0.59136,0.3391,1.55191,0.14545,0.23244,0.65514,0.00160683,0.00160683,0.00160683
141,21449.9,0.17507,1.36889,0.1367,0.17348,0.91853,0.99842,0.97059,0.99389,0.97105,0.93791,0.91176,0.95665,0.43144,0.41581,2.47832,0.17246,0.31001,0.70349,0.001604,0.001604,0.001604
142,21606.3,0.18251,1.40178,0.13522,0.16916,0.92717,0.97137,0.99795,0.99443,0.96907,0.94275,0.96868,0.98077,0.7523,0.37863,1.25098,0.15651,0.33202,0.69489,0.00160117,0.00160117,0.00160117
143,21759.8,0.18158,1.17721,0.14004,0.16725,0.92899,1,1,0.995,0.9872,0.97059,0.97059,0.98137,0.78736,0.35267,1.25493,0.1528,0.22407,0.65501,0.00159834,0.00159834,0.00159834
144,21916.5,0.17495,1.25151,0.14112,0.16882,0.91565,0.99843,1,0.995,0.97939,0.99843,1,0.995,0.71561,0.35155,1.19447,0.14986,0.20746,0.6583,0.00159551,0.00159551,0.00159551
145,22069.8,0.16979,1.18636,0.13841,0.16,0.9312,0.99848,1,0.995,0.97522,0.99848,1,0.995,0.77982,0.32545,0.91144,0.14582,0.19706,0.61344,0.00159269,0.00159269,0.00159269
146,22226.7,0.18208,1.18905,0.13947,0.16749,0.92671,0.9985,1,0.995,0.99013,0.9985,1,0.995,0.80875,0.30642,0.96722,0.1413,0.20703,0.60572,0.00158986,0.00158986,0.00158986
147,22379.3,0.17179,1.04714,0.13248,0.16372,0.92028,0.99835,1,0.995,0.98441,0.99835,1,0.995,0.79908,0.30816,0.92085,0.14001,0.21228,0.62106,0.00158703,0.00158703,0.00158703
148,22530.5,0.16581,1.1361,0.1318,0.15452,0.92561,0.99815,1,0.995,0.9742,0.99815,1,0.995,0.77824,0.29581,1.00872,0.13728,0.19521,0.59934,0.0015842,0.0015842,0.0015842
149,22681.6,0.1656,1.41532,0.13612,0.15682,0.92968,0.99749,1,0.995,0.97991,0.99749,1,0.995,0.77382,0.30043,0.94472,0.14017,0.19694,0.5908,0.00158137,0.00158137,0.00158137
150,22835.8,0.16828,1.37796,0.13773,0.15433,0.92224,0.99769,1,0.995,0.97022,0.99769,1,0.995,0.70612,0.29727,1.08314,0.14229,0.19247,0.5895,0.00157854,0.00157854,0.00157854
151,22989.8,0.17321,1.19999,0.13519,0.15629,0.92852,0.99821,1,0.995,0.97946,0.99821,1,0.995,0.71123,0.32396,1.1626,0.1573,0.20451,0.62603,0.00157571,0.00157571,0.00157571
152,23145.8,0.15643,1.2376,0.13695,0.15107,0.93906,0.99844,1,0.995,0.96908,0.99844,1,0.995,0.79224,0.33196,0.8462,0.15529,0.20436,0.6319,0.00157289,0.00157289,0.00157289
153,23293.4,0.14782,1.17906,0.13355,0.14834,0.911,0.99838,1,0.995,0.96639,0.99838,1,0.995,0.76929,0.31026,0.84072,0.14243,0.20633,0.60854,0.00157006,0.00157006,0.00157006
154,23446.2,0.17388,1.12371,0.13697,0.16204,0.93757,0.99847,1,0.995,0.97023,0.99847,1,0.995,0.71382,0.35144,1.05691,0.14654,0.21488,0.67663,0.00156723,0.00156723,0.00156723
155,23597.5,0.17329,1.07193,0.13098,0.15166,0.93273,0.99864,1,0.995,0.96926,0.99864,1,0.995,0.79992,0.32509,0.74618,0.14074,0.19982,0.6307,0.0015644,0.0015644,0.0015644
156,23751.1,0.16254,1.15433,0.1286,0.15991,0.94351,0.99848,1,0.995,0.97131,0.99848,1,0.995,0.7547,0.32892,0.95708,0.14143,0.19511,0.62632,0.00156157,0.00156157,0.00156157
157,23882,0.17618,1.22103,0.12011,0.16368,0.91649,0.99848,1,0.995,0.97899,0.99848,1,0.995,0.76133,0.34432,0.85499,0.13374,0.21091,0.66112,0.00155874,0.00155874,0.00155874
158,24012,0.17247,1.17257,0.13221,0.15851,0.92594,0.99851,1,0.995,0.9742,0.99851,1,0.995,0.69596,0.32291,1.35022,0.15659,0.21019,0.62814,0.00155591,0.00155591,0.00155591
159,24176,0.17957,1.24703,0.13858,0.16355,0.92129,0.99869,1,0.995,0.96973,0.99869,1,0.995,0.76114,0.33388,0.8823,0.14046,0.22446,0.63628,0.00155309,0.00155309,0.00155309
160,24339.3,0.17603,1.16744,0.14341,0.16863,0.92006,0.99815,1,0.995,0.9742,0.99815,1,0.995,0.77408,0.32156,0.93651,0.15508,0.20428,0.62051,0.00155026,0.00155026,0.00155026
161,24496.8,0.15555,1.04717,0.13681,0.15738,0.91608,0.99843,1,0.995,0.97557,0.99843,1,0.995,0.87127,0.3149,0.65783,0.15149,0.19804,0.6261,0.00154743,0.00154743,0.00154743
162,24655.1,0.16765,1.1061,0.12897,0.15808,0.93473,0.998,1,0.995,0.97925,0.998,1,0.995,0.67621,0.31654,1.26626,0.14109,0.19939,0.62137,0.0015446,0.0015446,0.0015446
163,24813.6,0.17503,1.23199,0.13044,0.1564,0.91957,0.99845,1,0.995,0.96801,0.99845,1,0.995,0.73043,0.34124,1.06831,0.14376,0.21201,0.6625,0.00154177,0.00154177,0.00154177
164,24978.9,0.16043,1.15669,0.14385,0.15436,0.90229,0.9984,1,0.995,0.96941,0.9984,1,0.995,0.76622,0.31537,0.96751,0.14313,0.20085,0.62759,0.00153894,0.00153894,0.00153894
165,25139,0.15791,1.09767,0.13004,0.1524,0.92939,0.99819,1,0.995,0.97454,0.99819,1,0.995,0.75162,0.311,1.18319,0.13307,0.21237,0.6294,0.00153611,0.00153611,0.00153611
166,25303.7,0.16967,1.09775,0.12516,0.15828,0.92102,0.99837,1,0.995,0.98339,0.99837,1,0.995,0.78468,0.32789,0.95394,0.14177,0.21396,0.61733,0.00153329,0.00153329,0.00153329
167,25460.5,0.17491,1.12701,0.1364,0.15855,0.92847,0.99832,1,0.995,0.97967,0.99832,1,0.995,0.77339,0.29762,1.14528,0.13893,0.19809,0.59641,0.00153046,0.00153046,0.00153046
168,25620.5,0.15897,1.10738,0.13278,0.15434,0.92808,0.99845,1,0.995,0.97068,0.99845,1,0.995,0.82915,0.30373,0.77884,0.13973,0.20867,0.60738,0.00152763,0.00152763,0.00152763
169,25774.9,0.16563,1.01756,0.12479,0.15563,0.93779,0.99838,1,0.995,0.98366,0.99838,1,0.995,0.79873,0.30565,0.96845,0.14362,0.22554,0.62024,0.0015248,0.0015248,0.0015248
170,25934.9,0.16214,1.04737,0.12948,0.15868,0.92876,0.9985,1,0.995,0.96503,0.9985,1,0.995,0.77767,0.31299,0.87802,0.14401,0.20766,0.60916,0.00152197,0.00152197,0.00152197
171,26092.1,0.17351,1.14201,0.13939,0.16784,0.92988,1,1,0.995,0.96067,1,1,0.995,0.69456,0.33038,1.16696,0.14241,0.2269,0.62725,0.00151914,0.00151914,0.00151914
172,26251.3,0.16581,1.24631,0.12874,0.16075,0.92902,0.9985,1,0.995,0.96297,0.9985,1,0.995,0.7022,0.35165,1.34425,0.15699,0.22153,0.67149,0.00151631,0.00151631,0.00151631
173,26404.1,0.16525,1.23247,0.13945,0.16144,0.92713,0.9985,1,0.995,0.98375,0.9985,1,0.995,0.81974,0.31674,0.84678,0.13804,0.21563,0.65299,0.00151349,0.00151349,0.00151349
174,26563.8,0.15272,1.1926,0.13277,0.15281,0.92455,0.9985,1,0.995,0.98414,0.9985,1,0.995,0.78187,0.31109,0.95057,0.14301,0.2358,0.62531,0.00151066,0.00151066,0.00151066
175,26722.8,0.16472,1.32995,0.12989,0.15983,0.93903,0.99847,1,0.995,0.97352,0.99847,1,0.995,0.72668,0.32552,1.1365,0.12961,0.27245,0.62809,0.00150783,0.00150783,0.00150783
176,26886.6,0.16939,1.2331,0.12861,0.15634,0.9271,0.99776,1,0.995,0.96619,0.99776,1,0.995,0.76285,0.33011,1.06187,0.14189,0.26034,0.64473,0.001505,0.001505,0.001505
177,27041.4,0.16058,1.08955,0.13307,0.14745,0.92059,0.99848,1,0.995,0.97871,0.99848,1,0.995,0.84944,0.31902,0.75481,0.13701,0.21743,0.64046,0.00150217,0.00150217,0.00150217
178,27199,0.16186,0.99318,0.12751,0.15143,0.9072,0.99834,1,0.995,0.95942,0.99834,1,0.995,0.80926,0.3447,0.77487,0.13295,0.21911,0.65991,0.00149934,0.00149934,0.00149934
179,27352.6,0.16659,1.0043,0.1265,0.14741,0.92861,0.99828,1,0.995,0.97854,0.96888,0.97059,0.9776,0.8164,0.30617,0.99044,0.13724,0.19334,0.59937,0.00149651,0.00149651,0.00149651
180,27506.4,0.15746,1.01127,0.12506,0.14405,0.92236,0.99823,1,0.995,0.96801,0.96887,0.97059,0.97441,0.80673,0.32889,1.01202,0.13503,0.21996,0.63139,0.00149369,0.00149369,0.00149369
181,27660.3,0.16529,1.03823,0.13027,0.15826,0.91455,0.99844,1,0.995,0.97579,0.99844,1,0.995,0.84346,0.30412,0.70664,0.13306,0.19369,0.58827,0.00149086,0.00149086,0.00149086
182,27818.8,0.15458,0.96123,0.13711,0.14509,0.92366,0.99845,1,0.995,0.98025,0.99845,1,0.995,0.82883,0.31116,0.8492,0.14498,0.20276,0.62707,0.00148803,0.00148803,0.00148803
183,27966.5,0.15772,1.01013,0.1272,0.15072,0.91947,0.99659,1,0.995,0.97357,0.99659,1,0.995,0.82419,0.32255,0.77941,0.13666,0.2219,0.64497,0.0014852,0.0014852,0.0014852
184,28121.8,0.16105,1.01075,0.12991,0.1548,0.92617,0.99757,1,0.995,0.98103,0.99757,1,0.995,0.83522,0.30223,0.72924,0.14562,0.19825,0.61703,0.00148237,0.00148237,0.00148237
185,28251.7,0.15859,0.98395,0.12788,0.1555,0.90756,0.9956,1,0.995,0.96772,0.9956,1,0.995,0.84381,0.34764,0.77427,0.13427,0.22001,0.64783,0.00147954,0.00147954,0.00147954
186,28385.2,0.16116,0.97048,0.13263,0.154,0.91009,0.99846,1,0.995,0.98329,0.99846,1,0.995,0.80345,0.31495,0.87123,0.13753,0.22571,0.64985,0.00147671,0.00147671,0.00147671
187,28539.4,0.15567,1.00342,0.13213,0.15638,0.91363,0.99845,1,0.995,0.9687,0.99845,1,0.995,0.83514,0.33461,0.75388,0.13843,0.21173,0.64178,0.00147389,0.00147389,0.00147389
188,28696.5,0.14784,0.93507,0.12303,0.14256,0.91481,0.99836,1,0.995,0.98181,0.99836,1,0.995,0.7585,0.2905,1.1194,0.13949,0.18261,0.60562,0.00147106,0.00147106,0.00147106
189,28848.1,0.14516,1.0014,0.12999,0.14294,0.92399,0.99839,1,0.995,0.97955,0.99839,1,0.995,0.86621,0.27584,0.70134,0.13216,0.17879,0.57843,0.00146823,0.00146823,0.00146823
190,29006.6,0.1532,0.89053,0.12149,0.15083,0.91388,0.99844,1,0.995,0.9834,0.99844,1,0.995,0.79535,0.29933,0.90423,0.13424,0.19077,0.60308,0.0014654,0.0014654,0.0014654
191,29159.9,0.15889,1.10129,0.1248,0.15467,0.92002,0.99844,1,0.995,0.97369,0.99844,1,0.995,0.82894,0.29803,0.88488,0.13315,0.18787,0.61057,0.00146257,0.00146257,0.00146257
192,29315.1,0.1572,1.22267,0.12508,0.15854,0.91061,0.99848,1,0.995,0.96155,0.99848,1,0.995,0.76037,0.34276,1.1206,0.15614,0.22107,0.67147,0.00145974,0.00145974,0.00145974
193,29474.5,0.16137,1.13107,0.13487,0.16209,0.91088,0.99847,1,0.995,0.97649,0.99847,1,0.995,0.83286,0.32019,0.74166,0.13993,0.19853,0.63452,0.00145691,0.00145691,0.00145691
194,29628.9,0.15698,1.09774,0.13004,0.152,0.92988,0.99851,1,0.995,0.98322,0.99851,1,0.995,0.80707,0.29842,0.85584,0.14018,0.20001,0.63282,0.00145409,0.00145409,0.00145409
195,29781.2,0.16498,1.08495,0.1343,0.15246,0.91345,0.99754,1,0.995,0.98648,0.99754,1,0.995,0.8055,0.29737,0.83979,0.15044,0.21055,0.62048,0.00145126,0.00145126,0.00145126
196,29935.4,0.15193,0.90328,0.13196,0.14502,0.8946,0.99827,1,0.995,0.98403,0.99827,1,0.995,0.82348,0.3162,0.76226,0.14155,0.19026,0.63138,0.00144843,0.00144843,0.00144843
197,30087.8,0.17011,1.00467,0.1254,0.15216,0.91839,0.99487,1,0.995,0.97248,0.99487,1,0.995,0.81863,0.31671,0.83295,0.14303,0.20438,0.63056,0.0014456,0.0014456,0.0014456
198,30245.9,0.16259,1.16699,0.12895,0.14952,0.90712,0.99799,1,0.995,0.97473,0.99799,1,0.995,0.78061,0.30642,1.00315,0.13892,0.19039,0.60789,0.00144277,0.00144277,0.00144277
199,30399.7,0.15095,1.08324,0.12866,0.14747,0.90689,0.99707,1,0.995,0.97016,0.99707,1,0.995,0.79876,0.32298,0.92896,0.13966,0.2046,0.63318,0.00143994,0.00143994,0.00143994
200,30558.4,0.1452,0.99898,0.12335,0.14394,0.90694,0.99846,1,0.995,0.97947,0.99846,1,0.995,0.80565,0.31065,0.88231,0.14085,0.2057,0.62914,0.00143711,0.00143711,0.00143711
201,30712.1,0.15991,0.97885,0.13227,0.14409,0.91286,0.99839,1,0.995,0.99169,0.99839,1,0.995,0.79076,0.28107,0.95005,0.13793,0.19382,0.58162,0.00143429,0.00143429,0.00143429
202,30870.6,0.16254,0.97508,0.12385,0.14149,0.91423,0.98665,1,0.995,0.98566,0.98665,1,0.995,0.84533,0.30066,0.7486,0.13372,0.21374,0.62279,0.00143146,0.00143146,0.00143146
203,31024.4,0.15755,0.84482,0.12133,0.14763,0.92402,0.99694,1,0.995,0.97349,0.99694,1,0.995,0.76782,0.30971,1.04442,0.1402,0.19877,0.63206,0.00142863,0.00142863,0.00142863
204,31181.9,0.16715,0.95787,0.12385,0.14563,0.93102,0.99856,1,0.995,0.9722,0.99856,1,0.995,0.76146,0.32738,0.81912,0.14602,0.21154,0.6472,0.0014258,0.0014258,0.0014258
205,31335.2,0.17046,1.03764,0.12668,0.15263,0.92042,0.99848,1,0.995,0.95706,0.99848,1,0.995,0.80375,0.34205,0.91105,0.13633,0.21015,0.64172,0.00142297,0.00142297,0.00142297
206,31487.5,0.14975,0.98253,0.12908,0.13891,0.93,0.99858,1,0.995,0.97897,0.99858,1,0.995,0.8138,0.30687,0.72807,0.14575,0.19381,0.61143,0.00142014,0.00142014,0.00142014
207,31638,0.15128,0.87668,0.12458,0.14289,0.8994,0.99858,1,0.995,0.97969,0.99858,1,0.995,0.83484,0.30222,0.69382,0.146,0.20204,0.61116,0.00141731,0.00141731,0.00141731
208,31794.8,0.15118,1.04602,0.12971,0.1395,0.92018,0.99849,1,0.995,0.976,0.99849,1,0.995,0.72907,0.32174,1.01129,0.14122,0.18687,0.63371,0.00141449,0.00141449,0.00141449
209,31950,0.15478,1.12782,0.13201,0.13889,0.90721,0.99846,1,0.995,0.98088,0.99846,1,0.995,0.81099,0.29618,0.79224,0.13521,0.18187,0.59741,0.00141166,0.00141166,0.00141166
210,32079.5,0.15781,1.14052,0.12783,0.14372,0.91785,0.9985,1,0.995,0.98674,0.9985,1,0.995,0.81052,0.29691,0.84388,0.12691,0.18478,0.60854,0.00140883,0.00140883,0.00140883
211,32231.5,0.14453,0.97755,0.12841,0.13616,0.89772,0.99846,1,0.995,0.98502,0.99846,1,0.995,0.72528,0.32287,1.31583,0.13293,0.1914,0.62825,0.001406,0.001406,0.001406
212,32385.1,0.1434,0.91568,0.12913,0.13045,0.90684,0.99839,1,0.995,0.9789,0.99839,1,0.995,0.66981,0.30307,1.40225,0.12792,0.19289,0.60049,0.00140317,0.00140317,0.00140317
213,32539.2,0.14474,0.91414,0.12165,0.14152,0.90155,0.99841,1,0.995,0.97598,0.96904,0.97059,0.95968,0.68451,0.30542,1.44278,0.146,0.20545,0.60278,0.00140034,0.00140034,0.00140034
214,32691.8,0.14851,0.87596,0.12074,0.13518,0.91053,0.9985,1,0.995,0.962,0.96913,0.97059,0.95594,0.73675,0.33834,1.08043,0.142,0.19727,0.64606,0.00139751,0.00139751,0.00139751
215,32844.9,0.15321,0.86147,0.12892,0.14324,0.91578,0.99847,1,0.995,0.96574,0.99847,1,0.995,0.79466,0.33138,0.95638,0.12759,0.19738,0.64859,0.00139469,0.00139469,0.00139469
216,32999.8,0.15498,0.79754,0.12117,0.13687,0.90747,0.9985,1,0.995,0.97242,0.9985,1,0.995,0.81066,0.33617,0.85359,0.12239,0.19171,0.6527,0.00139186,0.00139186,0.00139186
217,33155.5,0.15621,0.85596,0.12585,0.14202,0.89887,0.99848,1,0.995,0.9725,0.99848,1,0.995,0.90682,0.30662,0.61259,0.13083,0.17932,0.62732,0.00138903,0.00138903,0.00138903
218,33309.8,0.15179,0.92356,0.11607,0.14256,0.92369,0.99847,1,0.995,0.96745,0.99847,1,0.995,0.81007,0.32667,0.85673,0.13069,0.19821,0.65197,0.0013862,0.0013862,0.0013862
219,33465.2,0.1601,0.90273,0.12676,0.15233,0.89444,0.99849,1,0.995,0.9726,0.99849,1,0.995,0.80909,0.32788,0.857,0.13167,0.22198,0.65837,0.00138337,0.00138337,0.00138337
220,33624.8,0.14878,0.88196,0.12115,0.14535,0.89464,1,1,0.995,0.97865,1,1,0.995,0.8281,0.30568,0.67034,0.13459,0.19694,0.62451,0.00138054,0.00138054,0.00138054
221,33778.5,0.14862,0.82249,0.11907,0.14414,0.90694,0.99852,1,0.995,0.97678,0.99852,1,0.995,0.83742,0.32242,0.69493,0.13219,0.19586,0.65837,0.00137771,0.00137771,0.00137771
222,33936.2,0.15004,0.77692,0.119,0.14229,0.90305,0.99745,1,0.995,0.97907,0.99745,1,0.995,0.82996,0.30298,0.79035,0.12507,0.18611,0.6151,0.00137489,0.00137489,0.00137489
223,34089.7,0.14263,0.88117,0.12655,0.13776,0.91115,0.99849,1,0.995,0.97932,0.96912,0.97059,0.96909,0.82763,0.31125,0.89497,0.13382,0.17985,0.63217,0.00137206,0.00137206,0.00137206
224,34237.8,0.14624,0.84443,0.12549,0.13943,0.91152,1,1,0.995,0.98433,0.97059,0.97059,0.97019,0.81843,0.29774,0.99213,0.14216,0.18661,0.61042,0.00136923,0.00136923,0.00136923
225,34392.2,0.14371,0.90843,0.12944,0.14458,0.9076,1,1,0.995,0.98058,1,1,0.995,0.86322,0.30292,0.6743,0.12828,0.19233,0.61491,0.0013664,0.0013664,0.0013664
226,34551.1,0.13912,0.70675,0.12347,0.13825,0.87864,0.99847,1,0.995,0.98494,0.99847,1,0.995,0.89453,0.29457,0.54608,0.12528,0.1758,0.59727,0.00136357,0.00136357,0.00136357
227,34706.7,0.1454,0.79854,0.12433,0.13861,0.90373,0.99833,1,0.995,0.98099,0.99833,1,0.995,0.8404,0.30255,0.70156,0.13565,0.17001,0.60102,0.00136074,0.00136074,0.00136074
228,34866.2,0.14641,0.90059,0.11453,0.1437,0.91688,0.99263,1,0.995,0.94824,0.99263,1,0.995,0.76056,0.41533,1.00967,0.14361,0.25746,0.73434,0.00135791,0.00135791,0.00135791
229,35017.9,0.15452,0.88055,0.12088,0.14726,0.9105,0.99852,1,0.995,0.97214,0.99852,1,0.995,0.82206,0.4033,0.83032,0.13426,0.21412,0.72152,0.00135509,0.00135509,0.00135509
230,35171.2,0.15217,0.95143,0.12115,0.14355,0.91124,0.98941,1,0.995,0.96737,0.98941,1,0.995,0.79916,0.40521,0.71243,0.13254,0.23061,0.70657,0.00135226,0.00135226,0.00135226
231,35319.5,0.1489,0.97647,0.11509,0.14253,0.91552,0.99842,1,0.995,0.96868,0.99842,1,0.995,0.83035,0.39292,0.75427,0.13995,0.20236,0.7096,0.00134943,0.00134943,0.00134943
232,35449.7,0.16786,0.99467,0.11966,0.14692,0.92522,1,0.99896,0.995,0.97815,0.99782,0.97059,0.98283,0.88668,0.36866,0.75894,0.1403,0.20196,0.66998,0.0013466,0.0013466,0.0013466
233,35597.8,0.14573,0.82004,0.12119,0.14401,0.90278,0.99846,1,0.995,0.97213,0.99846,1,0.995,0.88228,0.33215,0.62915,0.13962,0.18522,0.6481,0.00134377,0.00134377,0.00134377
234,35765.4,0.14326,1.04357,0.11813,0.13894,0.91358,0.99844,1,0.995,0.98055,0.99844,1,0.995,0.86526,0.30992,0.64402,0.14401,0.18848,0.62439,0.00134094,0.00134094,0.00134094
235,35920.7,0.14076,0.80245,0.12276,0.12826,0.89224,0.99825,1,0.995,0.98831,0.99825,1,0.995,0.88075,0.29155,0.52475,0.13757,0.16525,0.60439,0.00133811,0.00133811,0.00133811
236,36074.9,0.13318,0.69052,0.11956,0.13588,0.90264,1,1,0.995,0.9806,1,1,0.995,0.83434,0.30438,0.70869,0.14303,0.17945,0.61716,0.00133529,0.00133529,0.00133529
237,36224.8,0.13073,0.76742,0.1181,0.12873,0.9121,0.99846,1,0.995,0.97668,0.99846,1,0.995,0.88618,0.3205,0.59763,0.14295,0.19956,0.66263,0.00133246,0.00133246,0.00133246
238,36376.9,0.14628,0.74211,0.11524,0.13791,0.90242,0.99848,1,0.995,0.97172,0.99848,1,0.995,0.87957,0.34916,0.58485,0.1341,0.21652,0.70728,0.00132963,0.00132963,0.00132963
239,36527.8,0.14297,0.81492,0.12304,0.13369,0.92421,0.99844,1,0.995,0.97404,0.99844,1,0.995,0.84166,0.31255,0.70544,0.1373,0.17505,0.6213,0.0013268,0.0013268,0.0013268
240,36674.8,0.1518,0.84261,0.11493,0.14291,0.90043,0.99846,1,0.995,0.97725,0.99846,1,0.995,0.88933,0.29807,0.6256,0.12981,0.16644,0.60015,0.00132397,0.00132397,0.00132397
241,36827.1,0.14891,0.74874,0.11988,0.13766,0.89042,0.99848,1,0.995,0.98073,0.99848,1,0.995,0.92332,0.29694,0.53323,0.12947,0.17679,0.60246,0.00132114,0.00132114,0.00132114
242,36985.3,0.14739,0.72651,0.11757,0.13396,0.91017,0.9985,1,0.995,0.97933,0.9985,1,0.995,0.88162,0.28128,0.56533,0.12524,0.20604,0.60804,0.00131831,0.00131831,0.00131831
243,37138.3,0.15791,0.82828,0.1182,0.13734,0.924,0.99849,1,0.995,0.98702,0.99849,1,0.995,0.86582,0.29624,0.67377,0.12251,0.18641,0.5973,0.00131549,0.00131549,0.00131549
244,37299.2,0.15308,0.73376,0.11285,0.13456,0.90931,0.99848,1,0.995,0.98246,0.99848,1,0.995,0.89029,0.29146,0.56467,0.12835,0.18307,0.60375,0.00131266,0.00131266,0.00131266
245,37451.9,0.16539,0.75082,0.12026,0.13524,0.9377,0.99844,1,0.995,0.96801,0.99844,1,0.995,0.83657,0.36951,0.78144,0.11605,0.18977,0.69894,0.00130983,0.00130983,0.00130983
246,37605.2,0.15559,0.75248,0.11572,0.13966,0.91757,0.9967,1,0.995,0.974,0.9967,1,0.995,0.87779,0.31197,0.638,0.12155,0.18721,0.65383,0.001307,0.001307,0.001307
247,37757.5,0.15184,0.77191,0.11179,0.13549,0.90622,0.99844,1,0.995,0.98211,0.99844,1,0.995,0.85638,0.29742,0.77321,0.11771,0.17567,0.60999,0.00130417,0.00130417,0.00130417
248,37914.7,0.14251,0.67023,0.12101,0.13136,0.91607,0.99846,1,0.995,0.98167,0.99846,1,0.995,0.90366,0.2858,0.55913,0.12625,0.17157,0.60359,0.00130134,0.00130134,0.00130134
249,38067.3,0.13942,0.72211,0.11443,0.12747,0.91215,0.99849,1,0.995,0.98403,0.99849,1,0.995,0.90045,0.2938,0.49361,0.13378,0.17259,0.60561,0.00129851,0.00129851,0.00129851
250,38222.5,0.14586,0.73304,0.11964,0.13594,0.90976,0.99852,1,0.995,0.98415,0.99852,1,0.995,0.87739,0.29686,0.56533,0.12329,0.19187,0.6032,0.00129569,0.00129569,0.00129569
251,38373.1,0.13192,0.68569,0.12579,0.13164,0.92621,0.99849,1,0.995,0.98501,0.99849,1,0.995,0.91016,0.28463,0.49098,0.1288,0.18855,0.60792,0.00129286,0.00129286,0.00129286
