epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
252,38531.9,0.14704,0.80996,0.11513,0.13032,0.91492,0.99849,1,0.995,0.97402,0.99849,1,0.995,0.85273,0.32612,0.67602,0.13577,0.18971,0.64579,0.00129003,0.00129003,0.00129003
253,38682.8,0.15076,0.70962,0.12787,0.14002,0.91006,0.99807,1,0.995,0.98032,0.99807,1,0.995,0.86142,0.30881,0.6275,0.13407,0.19675,0.63623,0.0012872,0.0012872,0.0012872
254,38840.4,0.14091,0.78592,0.11708,0.13151,0.90128,0.9985,1,0.995,0.98094,0.9985,1,0.995,0.90467,0.31102,0.51317,0.13458,0.1844,0.62546,0.00128437,0.00128437,0.00128437
255,38993.5,0.13532,0.68231,0.12624,0.12872,0.88256,0.99847,1,0.995,0.98043,0.99847,1,0.995,0.89745,0.3068,0.55511,0.13664,0.17645,0.63277,0.00128154,0.00128154,0.00128154
256,39146.7,0.13945,0.74178,0.12598,0.13552,0.88486,0.99842,1,0.995,0.98311,0.99842,1,0.995,0.89842,0.29455,0.5366,0.13006,0.16323,0.61707,0.00127871,0.00127871,0.00127871
257,39301.6,0.14371,0.8662,0.12185,0.13181,0.90135,0.99844,1,0.995,0.97908,0.99844,1,0.995,0.86273,0.30008,0.61565,0.13355,0.17641,0.61839,0.00127589,0.00127589,0.00127589
258,39463.5,0.14628,0.79042,0.12564,0.13805,0.91387,0.99845,1,0.995,0.9808,0.99845,1,0.995,0.92431,0.31738,0.43489,0.12996,0.18835,0.65102,0.00127306,0.00127306,0.00127306
259,39620.4,0.13002,0.75925,0.11533,0.12423,0.89792,0.99853,1,0.995,0.98262,0.99853,1,0.995,0.89562,0.30073,0.6079,0.13771,0.16799,0.61897,0.00127023,0.00127023,0.00127023
260,39779,0.14653,0.78532,0.12665,0.13413,0.89325,1,1,0.995,0.97051,1,1,0.995,0.87508,0.32351,0.63248,0.14689,0.17912,0.64081,0.0012674,0.0012674,0.0012674
261,39931.8,0.12883,0.72767,0.11174,0.12232,0.89069,1,1,0.995,0.9896,0.96871,0.94118,0.969,0.78206,0.32391,1.42313,0.15626,0.24105,0.62356,0.00126457,0.00126457,0.00126457
262,40087.7,0.14235,0.70354,0.12012,0.12322,0.90123,1,1,0.995,0.97977,0.94282,0.91176,0.92908,0.66983,0.34414,1.80623,0.16657,0.25563,0.6744,0.00126174,0.00126174,0.00126174
263,40238.9,0.1374,0.70047,0.11613,0.12233,0.9047,0.99862,1,0.995,0.9814,0.99862,1,0.995,0.81645,0.31973,0.8469,0.15868,0.1849,0.63062,0.00125891,0.00125891,0.00125891
264,40365.4,0.13866,0.71101,0.11944,0.13232,0.90872,0.99855,1,0.995,0.97668,0.99855,1,0.995,0.91282,0.30707,0.44192,0.13654,0.19467,0.65216,0.00125609,0.00125609,0.00125609
265,40515.9,0.12506,0.79799,0.12202,0.12211,0.9056,0.99846,1,0.995,0.98287,0.99846,1,0.995,0.9004,0.2925,0.56802,0.14089,0.18607,0.62595,0.00125326,0.00125326,0.00125326
266,40669.3,0.13591,0.7154,0.11911,0.12206,0.90188,0.99847,1,0.995,0.98765,0.99847,1,0.995,0.88951,0.28332,0.5773,0.12682,0.1743,0.59832,0.00125043,0.00125043,0.00125043
267,40820,0.13114,0.63664,0.12233,0.12052,0.91053,0.99847,1,0.995,0.98424,0.99847,1,0.995,0.90386,0.30234,0.47838,0.141,0.19765,0.61401,0.0012476,0.0012476,0.0012476
268,40972,0.13494,0.67298,0.12297,0.12704,0.90344,0.99837,1,0.995,0.98171,0.99837,1,0.995,0.88623,0.30597,0.54683,0.13445,0.18812,0.63056,0.00124477,0.00124477,0.00124477
269,41121.2,0.14037,0.70175,0.11176,0.13007,0.89583,0.99846,1,0.995,0.98288,0.99846,1,0.995,0.93431,0.29298,0.4304,0.12682,0.1597,0.5976,0.00124194,0.00124194,0.00124194
270,41272.5,0.14244,0.75066,0.12097,0.12818,0.90075,0.99848,1,0.995,0.98648,0.99848,1,0.995,0.9055,0.27445,0.62279,0.13849,0.15994,0.56288,0.00123911,0.00123911,0.00123911
271,41423.3,0.13144,0.69131,0.11807,0.12696,0.88564,0.99849,1,0.995,0.9861,0.99849,1,0.995,0.90861,0.28984,0.48637,0.12114,0.18558,0.60019,0.00123629,0.00123629,0.00123629
272,41577.2,0.14186,0.72305,0.1139,0.12732,0.89394,1,1,0.995,0.98658,1,1,0.995,0.91447,0.28135,0.48591,0.12937,0.17909,0.58555,0.00123346,0.00123346,0.00123346
273,41728.4,0.1336,0.69173,0.12063,0.12453,0.90547,0.99849,1,0.995,0.98783,0.99849,1,0.995,0.91733,0.26571,0.53858,0.1325,0.15817,0.55848,0.00123063,0.00123063,0.00123063
274,41886,0.12943,0.57624,0.11233,0.12642,0.88806,0.99851,1,0.995,0.99091,0.99851,1,0.995,0.92248,0.27947,0.47167,0.12814,0.18024,0.57625,0.0012278,0.0012278,0.0012278
275,42038.2,0.12613,0.72942,0.11502,0.1232,0.91179,0.99848,1,0.995,0.98388,0.99848,1,0.995,0.90892,0.29228,0.42601,0.12886,0.2245,0.60363,0.00122497,0.00122497,0.00122497
276,42204.4,0.13634,0.65499,0.11709,0.12595,0.87095,0.99849,1,0.995,0.98955,0.99849,1,0.995,0.91496,0.28868,0.51413,0.12971,0.21176,0.59332,0.00122214,0.00122214,0.00122214
277,42361,0.12377,0.67229,0.12091,0.12382,0.89462,0.99848,1,0.995,0.9841,0.99848,1,0.995,0.86664,0.27309,0.63092,0.13873,0.19368,0.57166,0.00121931,0.00121931,0.00121931
278,42517.2,0.13905,0.5819,0.12208,0.13433,0.87025,0.99849,1,0.995,0.98061,0.99849,1,0.995,0.90069,0.27152,0.43554,0.13305,0.18679,0.56328,0.00121649,0.00121649,0.00121649
279,42671.2,0.14215,0.7052,0.11723,0.13453,0.89576,0.99848,1,0.995,0.98068,0.99848,1,0.995,0.92091,0.28511,0.47338,0.13406,0.18469,0.56987,0.00121366,0.00121366,0.00121366
280,42831,0.1498,0.75458,0.12326,0.14357,0.89067,0.99837,1,0.995,0.98757,0.99837,1,0.995,0.8857,0.26302,0.61942,0.13181,0.16319,0.55106,0.00121083,0.00121083,0.00121083
281,42984.2,0.14378,0.84272,0.1189,0.13197,0.9043,0.99842,1,0.995,0.98406,0.99842,1,0.995,0.85356,0.27664,0.6516,0.12716,0.16476,0.57132,0.001208,0.001208,0.001208
282,43145.9,0.13556,0.68383,0.11401,0.12572,0.89415,0.99847,1,0.995,0.98771,0.99847,1,0.995,0.90187,0.26374,0.50113,0.13229,0.16037,0.55371,0.00120517,0.00120517,0.00120517
283,43302.2,0.13297,0.79245,0.11266,0.12519,0.8979,0.99847,1,0.995,0.98003,0.99847,1,0.995,0.91549,0.27598,0.44976,0.13193,0.16232,0.57568,0.00120234,0.00120234,0.00120234
284,43462.5,0.13952,0.60862,0.11871,0.13,0.87943,0.99848,1,0.995,0.98133,0.99848,1,0.995,0.86373,0.28307,0.52607,0.12897,0.18246,0.58968,0.00119951,0.00119951,0.00119951
285,43619,0.1349,0.67818,0.11469,0.12532,0.89755,0.99849,1,0.995,0.98262,0.99849,1,0.995,0.93002,0.28629,0.42166,0.12796,0.17943,0.61102,0.00119669,0.00119669,0.00119669
286,43778.9,0.12398,0.69574,0.11271,0.11444,0.89944,0.99848,1,0.995,0.98271,0.99848,1,0.995,0.91062,0.29977,0.5865,0.13078,0.18122,0.617,0.00119386,0.00119386,0.00119386
287,43935,0.1313,0.80918,0.11593,0.12184,0.89139,0.99849,1,0.995,0.98077,0.99849,1,0.995,0.92395,0.28412,0.50747,0.12854,0.17453,0.59534,0.00119103,0.00119103,0.00119103
288,44088.4,0.12858,0.62537,0.11416,0.11733,0.88676,0.99824,1,0.995,0.98313,0.99824,1,0.995,0.91589,0.28381,0.47387,0.12849,0.19013,0.60822,0.0011882,0.0011882,0.0011882
289,44238.7,0.13391,0.68309,0.12379,0.11827,0.90243,0.99803,1,0.995,0.98238,0.99803,1,0.995,0.91672,0.28407,0.48394,0.13441,0.17763,0.58696,0.00118537,0.00118537,0.00118537
290,44392.6,0.12462,0.66385,0.12235,0.11507,0.90207,0.99842,1,0.995,0.98715,0.99842,1,0.995,0.91415,0.26568,0.48963,0.129,0.16893,0.56282,0.00118254,0.00118254,0.00118254
291,44519.9,0.14133,0.6253,0.11691,0.12902,0.87805,0.99839,1,0.995,0.98579,0.99839,1,0.995,0.89427,0.29854,0.49927,0.12124,0.17662,0.6258,0.00117971,0.00117971,0.00117971
292,44651.5,0.13041,0.57058,0.11085,0.12532,0.91308,0.99848,1,0.995,0.98434,0.99848,1,0.995,0.94287,0.28553,0.37879,0.12312,0.17995,0.61954,0.00117689,0.00117689,0.00117689
293,44802,0.13226,0.62522,0.1161,0.12479,0.90244,0.9984,1,0.995,0.97544,0.9984,1,0.995,0.92033,0.30283,0.49234,0.12487,0.18067,0.62521,0.00117406,0.00117406,0.00117406
294,44959.5,0.12905,0.61228,0.11541,0.12602,0.8967,0.99848,1,0.995,0.98631,0.99848,1,0.995,0.90016,0.27861,0.46212,0.13067,0.18157,0.6026,0.00117123,0.00117123,0.00117123
295,45109.7,0.12712,0.59597,0.11168,0.12006,0.89498,0.9984,1,0.995,0.98421,0.9984,1,0.995,0.9438,0.30047,0.42183,0.13399,0.19467,0.62953,0.0011684,0.0011684,0.0011684
296,45266,0.13308,0.70675,0.12535,0.12736,0.88438,0.99847,1,0.995,0.9847,0.99847,1,0.995,0.95641,0.31258,0.49077,0.134,0.21614,0.65314,0.00116557,0.00116557,0.00116557
297,45424.9,0.12789,0.75626,0.12129,0.11986,0.90354,0.9985,1,0.995,0.98286,0.9985,1,0.995,0.92566,0.30842,0.48203,0.13653,0.19733,0.63856,0.00116274,0.00116274,0.00116274
298,45581.1,0.1324,0.67084,0.11457,0.121,0.89589,0.99843,1,0.995,0.98635,0.99843,1,0.995,0.89943,0.28665,0.58223,0.12549,0.1882,0.63156,0.00115991,0.00115991,0.00115991
299,45736.2,0.13685,0.62538,0.1265,0.12322,0.87857,0.99835,1,0.995,0.98124,0.99835,1,0.995,0.92386,0.29948,0.48632,0.1221,0.19139,0.62891,0.00115709,0.00115709,0.00115709
300,45894.3,0.13147,0.57443,0.11864,0.12309,0.90714,0.99848,1,0.995,0.97658,0.99848,1,0.995,0.91523,0.32342,0.46082,0.13073,0.1946,0.63339,0.00115426,0.00115426,0.00115426
301,46048,0.14612,0.65694,0.11739,0.1311,0.90271,0.99846,1,0.995,0.98385,0.99846,1,0.995,0.93531,0.30518,0.42736,0.12718,0.20137,0.61572,0.00115143,0.00115143,0.00115143
302,46205.1,0.13403,0.58395,0.11334,0.12382,0.9053,0.99848,1,0.995,0.98458,0.99848,1,0.995,0.9343,0.29401,0.39664,0.13118,0.19643,0.62595,0.0011486,0.0011486,0.0011486
303,46358.3,0.13888,0.64546,0.11996,0.12692,0.88806,0.99848,1,0.995,0.98237,0.99848,1,0.995,0.93909,0.2958,0.43592,0.12448,0.17042,0.61788,0.00114577,0.00114577,0.00114577
304,46511.4,0.13512,0.69655,0.11302,0.12762,0.8967,0.99848,1,0.995,0.98435,0.99848,1,0.995,0.9144,0.3095,0.44822,0.12987,0.16013,0.61686,0.00114294,0.00114294,0.00114294
305,46660.9,0.12816,0.56542,0.11142,0.12358,0.89198,0.99849,1,0.995,0.97693,0.99849,1,0.995,0.8954,0.31491,0.53656,0.13316,0.17464,0.63867,0.00114011,0.00114011,0.00114011
306,46820.1,0.13652,0.59406,0.12033,0.12819,0.90148,0.99846,1,0.995,0.97648,0.99846,1,0.995,0.92875,0.30766,0.47487,0.12587,0.19469,0.65227,0.00113729,0.00113729,0.00113729
307,46972.4,0.13875,0.62445,0.10776,0.12169,0.91125,0.99771,1,0.995,0.98478,0.99771,1,0.995,0.93417,0.29005,0.41433,0.1265,0.16815,0.6034,0.00113446,0.00113446,0.00113446
308,47121.3,0.13077,0.57286,0.11583,0.12028,0.89012,0.99833,1,0.995,0.98475,0.99833,1,0.995,0.93158,0.29476,0.40908,0.12573,0.17101,0.61592,0.00113163,0.00113163,0.00113163
309,47275.2,0.12485,0.58987,0.11335,0.11718,0.88473,0.99847,1,0.995,0.98553,0.99847,1,0.995,0.94995,0.30995,0.36202,0.12247,0.18524,0.64067,0.0011288,0.0011288,0.0011288
310,47431.3,0.11712,0.60015,0.11691,0.10968,0.89928,0.9985,1,0.995,0.98285,0.9985,1,0.995,0.94972,0.29908,0.40501,0.11922,0.17774,0.61338,0.00112597,0.00112597,0.00112597
311,47582.2,0.11906,0.53868,0.12415,0.11766,0.89309,1,1,0.995,0.98359,1,1,0.995,0.94265,0.3099,0.47503,0.12437,0.18947,0.62554,0.00112314,0.00112314,0.00112314
312,47739.6,0.12549,0.6127,0.11124,0.12264,0.88079,0.99851,1,0.995,0.98799,0.99851,1,0.995,0.93647,0.28984,0.48474,0.12116,0.18457,0.60695,0.00112031,0.00112031,0.00112031
313,47893.1,0.13385,0.62255,0.11647,0.12288,0.9012,0.9985,1,0.995,0.98586,0.9985,1,0.995,0.94203,0.29889,0.42384,0.13246,0.17419,0.62641,0.00111749,0.00111749,0.00111749
314,48047.2,0.1353,0.58861,0.11847,0.12716,0.89788,0.99853,1,0.995,0.97389,0.99853,1,0.995,0.95563,0.30754,0.43303,0.12986,0.1768,0.63412,0.00111466,0.00111466,0.00111466
315,48201.3,0.12431,0.60523,0.1108,0.1221,0.90256,0.99849,1,0.995,0.97415,0.99849,1,0.995,0.9459,0.28661,0.50761,0.12575,0.17198,0.61748,0.00111183,0.00111183,0.00111183
316,48356.8,0.12098,0.6461,0.11113,0.12169,0.89261,0.99847,1,0.995,0.98693,0.99847,1,0.995,0.91906,0.26425,0.45949,0.12767,0.16763,0.56588,0.001109,0.001109,0.001109
317,48511.9,0.1195,0.65623,0.11435,0.12037,0.8981,0.99849,1,0.995,0.98237,0.99849,1,0.995,0.94326,0.27388,0.39429,0.13319,0.15642,0.58853,0.00110617,0.00110617,0.00110617
318,48641.2,0.11999,0.57766,0.11715,0.11995,0.88288,0.99849,1,0.995,0.98056,0.99849,1,0.995,0.91932,0.29567,0.48607,0.11932,0.18354,0.65207,0.00110334,0.00110334,0.00110334
319,48768.9,0.12104,0.521,0.1132,0.11319,0.88906,0.99799,1,0.995,0.98605,0.99799,1,0.995,0.93468,0.27872,0.41851,0.12338,0.17226,0.60122,0.00110051,0.00110051,0.00110051
320,48899.3,0.12558,0.52406,0.11043,0.11208,0.90687,0.99361,1,0.995,0.98999,0.99361,1,0.995,0.95784,0.25834,0.35789,0.11734,0.18314,0.57294,0.00109769,0.00109769,0.00109769
321,49052.4,0.12915,0.53968,0.11233,0.11502,0.89819,0.99848,1,0.995,0.99163,0.99848,1,0.995,0.93671,0.27052,0.44168,0.11975,0.18704,0.61154,0.00109486,0.00109486,0.00109486
322,49204.4,0.12442,0.52348,0.10829,0.11297,0.89965,1,1,0.995,0.98771,1,1,0.995,0.93736,0.2912,0.44924,0.12009,0.19187,0.59375,0.00109203,0.00109203,0.00109203
323,49356.6,0.12384,0.58612,0.11245,0.11049,0.86969,0.99852,1,0.995,0.99314,0.99852,1,0.995,0.9446,0.26795,0.42221,0.12984,0.16439,0.57541,0.0010892,0.0010892,0.0010892
324,49508,0.12818,0.55354,0.11401,0.11586,0.88576,0.99848,1,0.995,0.9892,0.99848,1,0.995,0.91864,0.26821,0.44033,0.12891,0.17201,0.57565,0.00108637,0.00108637,0.00108637
325,49659.9,0.13108,0.60684,0.1159,0.11567,0.89741,0.99848,1,0.995,0.98782,0.99848,1,0.995,0.94338,0.27822,0.37593,0.12151,0.17589,0.60811,0.00108354,0.00108354,0.00108354
326,49813.8,0.12743,0.55562,0.10957,0.11507,0.8892,0.99847,1,0.995,0.98105,0.99847,1,0.995,0.9063,0.2995,0.49005,0.1257,0.18816,0.61879,0.00108071,0.00108071,0.00108071
327,49985.2,0.12519,0.56807,0.1143,0.11635,0.88454,0.99849,1,0.995,0.97947,0.99849,1,0.995,0.92096,0.311,0.48087,0.12444,0.18954,0.65135,0.00107789,0.00107789,0.00107789
328,50143.8,0.12216,0.61637,0.1097,0.11432,0.90352,1,1,0.995,0.98259,1,1,0.995,0.93597,0.29852,0.4251,0.13279,0.18471,0.62183,0.00107506,0.00107506,0.00107506
329,50297,0.11742,0.54122,0.10745,0.1126,0.90453,0.99851,1,0.995,0.97377,0.99851,1,0.995,0.93275,0.29357,0.44414,0.13012,0.17417,0.60373,0.00107223,0.00107223,0.00107223
330,50460,0.11668,0.58264,0.1199,0.11464,0.88683,1,1,0.995,0.99107,1,1,0.995,0.943,0.25195,0.40304,0.12676,0.16914,0.54233,0.0010694,0.0010694,0.0010694
331,50612,0.11951,0.56552,0.11765,0.11031,0.87279,1,1,0.995,0.98851,1,1,0.995,0.90817,0.26936,0.51735,0.12062,0.17769,0.58017,0.00106657,0.00106657,0.00106657
332,50770.4,0.12505,0.52956,0.10647,0.11966,0.89516,0.99849,1,0.995,0.98963,0.99849,1,0.995,0.93678,0.27461,0.38663,0.12681,0.17658,0.59773,0.00106374,0.00106374,0.00106374
333,50924.2,0.11427,0.51736,0.10898,0.11165,0.8946,0.9985,1,0.995,0.98914,0.9985,1,0.995,0.96991,0.27543,0.35037,0.1302,0.17025,0.60097,0.00106091,0.00106091,0.00106091
334,51079.5,0.11798,0.53333,0.12352,0.11538,0.88093,1,1,0.995,0.99267,1,1,0.995,0.94074,0.26709,0.42925,0.13024,0.17246,0.59053,0.00105809,0.00105809,0.00105809
335,51232.2,0.12189,0.53255,0.10333,0.11892,0.91045,0.99848,1,0.995,0.98885,0.99848,1,0.995,0.93965,0.27833,0.41583,0.13544,0.16938,0.63439,0.00105526,0.00105526,0.00105526
336,51387.7,0.11347,0.51984,0.11416,0.1141,0.89307,0.99847,1,0.995,0.99189,0.99847,1,0.995,0.96267,0.26638,0.36131,0.13051,0.16988,0.60136,0.00105243,0.00105243,0.00105243
337,51537.8,0.12101,0.52181,0.1106,0.11481,0.88827,0.99848,1,0.995,0.98763,0.99848,1,0.995,0.97543,0.26076,0.30919,0.13523,0.17847,0.59698,0.0010496,0.0010496,0.0010496
338,51691.5,0.11576,0.54074,0.11239,0.11675,0.88496,0.99849,1,0.995,0.98823,0.99849,1,0.995,0.96799,0.25474,0.34472,0.1293,0.18382,0.57718,0.00104677,0.00104677,0.00104677
339,51845.3,0.12604,0.48926,0.11112,0.11779,0.88379,0.99853,1,0.995,0.99343,0.99853,1,0.995,0.95433,0.24211,0.37212,0.1359,0.15093,0.54127,0.00104394,0.00104394,0.00104394
340,52000.4,0.11822,0.51274,0.11094,0.11432,0.90402,1,1,0.995,0.98522,1,1,0.995,0.90297,0.27042,0.49235,0.13554,0.17564,0.58906,0.00104111,0.00104111,0.00104111
341,52153.4,0.11319,0.5208,0.10723,0.10991,0.90661,0.99849,1,0.995,0.98512,0.99849,1,0.995,0.9369,0.27352,0.36718,0.11751,0.17429,0.5946,0.00103829,0.00103829,0.00103829
342,52311.2,0.11071,0.50407,0.1136,0.10568,0.88612,0.99849,1,0.995,0.98738,0.99849,1,0.995,0.96547,0.26085,0.38055,0.12239,0.17817,0.5713,0.00103546,0.00103546,0.00103546
343,52463.2,0.11343,0.48067,0.11501,0.11243,0.8832,0.99849,1,0.995,0.98677,0.99849,1,0.995,0.95501,0.25697,0.37812,0.12151,0.1789,0.57396,0.00103263,0.00103263,0.00103263
344,52617.4,0.11531,0.48841,0.1073,0.11324,0.88789,1,1,0.995,0.99097,1,1,0.995,0.96936,0.25761,0.3057,0.1142,0.17787,0.58729,0.0010298,0.0010298,0.0010298
345,52768.2,0.12098,0.46263,0.10791,0.1162,0.8768,0.99832,1,0.995,0.98522,0.99832,1,0.995,0.91757,0.25018,0.4166,0.12189,0.18575,0.57216,0.00102697,0.00102697,0.00102697
346,52924.2,0.12638,0.4719,0.11533,0.11931,0.90185,0.97577,1,0.995,0.98857,0.97577,1,0.995,0.94912,0.24276,0.35056,0.11665,0.21948,0.54996,0.00102414,0.00102414,0.00102414
347,53052.1,0.1257,0.50719,0.11296,0.12255,0.88621,0.99822,1,0.995,0.99001,0.99822,1,0.995,0.96689,0.24155,0.28573,0.12305,0.19206,0.55882,0.00102131,0.00102131,0.00102131
348,53202.6,0.12734,0.51844,0.11499,0.12102,0.88971,1,1,0.995,0.98588,1,1,0.995,0.95478,0.2422,0.32161,0.12352,0.18916,0.55723,0.00101849,0.00101849,0.00101849
349,53351.5,0.11677,0.53727,0.11514,0.11026,0.90455,0.9985,1,0.995,0.98883,0.9985,1,0.995,0.96618,0.26233,0.34473,0.13017,0.18658,0.60642,0.00101566,0.00101566,0.00101566
350,53503.1,0.12625,0.56575,0.11052,0.12197,0.9036,0.99851,1,0.995,0.98839,0.99851,1,0.995,0.92639,0.29104,0.41437,0.13155,0.19078,0.64462,0.00101283,0.00101283,0.00101283
351,53653.3,0.12526,0.5377,0.111,0.12011,0.90746,0.99842,1,0.995,0.98555,0.99842,1,0.995,0.94001,0.2778,0.38552,0.13598,0.16153,0.60851,0.00101,0.00101,0.00101
352,53804.1,0.11275,0.46535,0.11707,0.11253,0.9029,0.99833,1,0.995,0.98224,0.99833,1,0.995,0.9492,0.30726,0.36267,0.13219,0.19988,0.6786,0.00100717,0.00100717,0.00100717
353,53954.2,0.11972,0.50225,0.10891,0.11383,0.90497,0.9984,1,0.995,0.98991,0.9984,1,0.995,0.95061,0.29895,0.3598,0.12402,0.20031,0.67396,0.00100434,0.00100434,0.00100434
354,54104.6,0.11315,0.47881,0.10504,0.10795,0.91353,0.99851,1,0.995,0.9896,0.99851,1,0.995,0.94691,0.27091,0.33855,0.12245,0.17874,0.61064,0.00100151,0.00100151,0.00100151
355,54256.9,0.1155,0.47787,0.11068,0.11028,0.87814,0.9985,1,0.995,0.99349,0.9985,1,0.995,0.92864,0.2703,0.43074,0.11658,0.1856,0.6009,0.000998686,0.000998686,0.000998686
356,54412.3,0.11457,0.43236,0.11349,0.10785,0.8849,0.99851,1,0.995,0.98716,0.99851,1,0.995,0.96301,0.2811,0.32657,0.12252,0.18443,0.62202,0.000995857,0.000995857,0.000995857
357,54565.4,0.11329,0.40618,0.11084,0.1096,0.88083,0.99849,1,0.995,0.99037,0.99849,1,0.995,0.93377,0.2687,0.37413,0.12278,0.17147,0.57993,0.000993029,0.000993029,0.000993029
358,54720.2,0.11419,0.46354,0.11127,0.11063,0.88723,0.99849,1,0.995,0.98649,0.99849,1,0.995,0.9371,0.25959,0.41154,0.11381,0.17234,0.57901,0.0009902,0.0009902,0.0009902
359,54878.5,0.11341,0.43926,0.10502,0.10617,0.89571,0.99851,1,0.995,0.98721,0.99851,1,0.995,0.9446,0.24954,0.35075,0.11655,0.16565,0.58362,0.000987371,0.000987371,0.000987371
360,55030.8,0.11496,0.45249,0.10324,0.10822,0.87534,1,1,0.995,0.98872,1,1,0.995,0.96189,0.25865,0.30772,0.12279,0.17027,0.58382,0.000984543,0.000984543,0.000984543
361,55184.4,0.11259,0.41089,0.10821,0.10965,0.90078,1,1,0.995,0.9889,1,1,0.995,0.96398,0.27311,0.29033,0.11712,0.19935,0.64536,0.000981714,0.000981714,0.000981714
362,55338,0.12174,0.45418,0.11773,0.11427,0.88981,0.99851,1,0.995,0.98798,0.99851,1,0.995,0.96086,0.27015,0.29684,0.11911,0.17895,0.6123,0.000978886,0.000978886,0.000978886
363,55489.6,0.12077,0.39179,0.11065,0.11402,0.8872,1,1,0.995,0.98307,1,1,0.995,0.97116,0.2858,0.29508,0.12017,0.18408,0.65728,0.000976057,0.000976057,0.000976057
364,55645.6,0.12206,0.48643,0.11647,0.11595,0.88694,0.99848,1,0.995,0.9823,0.99848,1,0.995,0.95352,0.28615,0.32844,0.12976,0.19301,0.6573,0.000973229,0.000973229,0.000973229
365,55799.4,0.118,0.46297,0.10957,0.10789,0.89631,0.99848,1,0.995,0.97982,0.99848,1,0.995,0.95675,0.28433,0.34913,0.12201,0.18101,0.62952,0.0009704,0.0009704,0.0009704
366,55952.3,0.12259,0.55006,0.10795,0.11569,0.88758,0.99849,1,0.995,0.97763,0.99849,1,0.995,0.96771,0.28791,0.31751,0.12036,0.19108,0.64312,0.000967571,0.000967571,0.000967571
367,56104,0.12472,0.55957,0.11453,0.10658,0.89608,1,1,0.995,0.98512,1,1,0.995,0.90477,0.27055,0.46324,0.12945,0.18756,0.60966,0.000964743,0.000964743,0.000964743
368,56261,0.1158,0.48873,0.10787,0.10393,0.90315,0.99851,1,0.995,0.99133,0.99851,1,0.995,0.96077,0.27755,0.34029,0.12109,0.17374,0.59692,0.000961914,0.000961914,0.000961914
369,56387.1,0.11223,0.52883,0.10503,0.1058,0.88927,1,1,0.995,0.98652,1,1,0.995,0.92409,0.26472,0.38642,0.12487,0.17503,0.60012,0.000959086,0.000959086,0.000959086
370,56513.2,0.11431,0.50867,0.11004,0.10626,0.89163,1,1,0.995,0.99328,1,1,0.995,0.94904,0.26898,0.34178,0.11591,0.17206,0.6012,0.000956257,0.000956257,0.000956257
371,56641.7,0.11009,0.50173,0.10653,0.10072,0.90073,1,1,0.995,0.98627,1,1,0.995,0.96859,0.28497,0.30487,0.12272,0.16949,0.60297,0.000953429,0.000953429,0.000953429
372,56772.1,0.11375,0.48725,0.11194,0.10544,0.8861,1,1,0.995,0.98492,1,1,0.995,0.96945,0.28408,0.30679,0.11988,0.1709,0.60053,0.0009506,0.0009506,0.0009506
373,56902.2,0.10935,0.43752,0.11122,0.10676,0.86974,1,1,0.995,0.98813,1,1,0.995,0.97246,0.27324,0.28911,0.11644,0.17625,0.6255,0.000947771,0.000947771,0.000947771
374,57031.5,0.10405,0.40436,0.10208,0.09739,0.88262,0.99851,1,0.995,0.99063,0.99851,1,0.995,0.96024,0.28036,0.31152,0.12218,0.17911,0.6337,0.000944943,0.000944943,0.000944943
375,57159.3,0.10581,0.44659,0.10085,0.10395,0.88213,0.99851,1,0.995,0.9845,0.99851,1,0.995,0.98834,0.27999,0.31668,0.11837,0.16927,0.62345,0.000942114,0.000942114,0.000942114
376,57288.3,0.11049,0.44725,0.10488,0.10296,0.8881,0.9985,1,0.995,0.98185,0.9985,1,0.995,0.96056,0.28011,0.31827,0.12921,0.1664,0.60791,0.000939286,0.000939286,0.000939286
377,57418.7,0.11364,0.47071,0.11273,0.10732,0.89165,0.9985,1,0.995,0.98303,0.9985,1,0.995,0.98049,0.25402,0.33291,0.12038,0.16627,0.58174,0.000936457,0.000936457,0.000936457
378,57549.1,0.12241,0.44291,0.10897,0.11352,0.90026,0.99849,1,0.995,0.9854,0.99849,1,0.995,0.98107,0.26352,0.32665,0.11623,0.17888,0.61155,0.000933629,0.000933629,0.000933629
379,57678.8,0.11137,0.42958,0.10411,0.1061,0.89055,0.99818,1,0.995,0.99138,0.99818,1,0.995,0.96433,0.25636,0.29921,0.12129,0.20532,0.62395,0.0009308,0.0009308,0.0009308
380,57807,0.11713,0.48448,0.10965,0.10923,0.89142,0.98789,1,0.995,0.9897,0.98789,1,0.995,0.90433,0.26413,0.4385,0.11464,0.19607,0.60751,0.000927971,0.000927971,0.000927971
381,57957.4,0.11952,0.54538,0.11477,0.11255,0.88613,0.9985,1,0.995,0.99267,0.9985,1,0.995,0.91802,0.26249,0.50342,0.1213,0.17822,0.58048,0.000925143,0.000925143,0.000925143
